@RELATION knnmodelTrainings_DB20
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Calling,Environment,Silence,Shuffling}

@DATA
0.014893,0.036983,2.674398,0.100843,0.180856,0.037194,0.022676,0.013366,-26.003816,2.044066,-0.598798,0.884559,0.205872,-0.020672,0.095105,-0.014655,0.232212,0.017763,-0.213687,0.197942,0.127188,0.001446,0.000521,0.078017,0.001289,0.051129,0.000756,0.222290,0.001015,0.000957,0.001411,0.005992,0.000688,0.070498,0.008784,0.025360,0.285836,0.022566,0.029362,0.026248,0.015918,0.013869,1.117696,0.281870,0.450903,0.308753,0.261836,0.213570,0.310586,0.220075,0.203941,0.180237,0.223378,0.151488,0.168341,0.001248,0.000507,0.062063,0.001196,0.036779,0.000927,0.119507,0.001449,0.001041,0.001346,0.005153,0.000781,0.024823,Environment
0.012168,0.072925,2.715793,0.109677,0.193520,0.041286,0.023143,0.004892,-25.338445,2.098471,-0.030891,0.631154,0.252270,0.067958,0.079781,0.102186,0.113993,0.058021,-0.105505,0.086267,0.147957,0.001233,0.000428,0.123755,0.000855,0.041992,0.000693,0.221781,0.000165,0.000348,0.000968,0.005827,0.000384,0.077771,0.006760,0.044554,0.225694,0.018360,0.023407,0.020712,0.018997,0.004595,0.857768,0.250805,0.250254,0.173381,0.171809,0.178756,0.201818,0.217494,0.176095,0.163897,0.166073,0.176509,0.134037,0.001098,0.000489,0.090699,0.000956,0.032681,0.000860,0.129620,0.000165,0.000287,0.000824,0.005090,0.000344,0.023989,Environment
0.009103,0.083386,2.643850,0.108486,0.193555,0.035105,0.021228,0.002688,-25.513752,2.105449,0.144683,0.593660,0.297378,0.024066,0.044871,0.140335,0.008569,0.091378,0.078245,-0.015020,0.021563,0.000815,0.000166,0.121273,0.000602,0.039619,0.000644,0.236987,0.000077,0.000243,0.000861,0.007168,0.000211,0.078258,0.005986,0.045534,0.248091,0.018457,0.024101,0.019437,0.014154,0.001556,0.933837,0.230032,0.151494,0.136417,0.142107,0.180296,0.122044,0.103341,0.126429,0.102241,0.122308,0.111156,0.111109,0.000705,0.000156,0.081217,0.000556,0.028812,0.000826,0.102450,0.000069,0.000192,0.000791,0.006610,0.000189,0.020053,Environment
0.013022,0.083556,2.695732,0.104982,0.184104,0.043099,0.025014,0.006897,-24.870720,2.059672,-0.381790,0.679920,0.243808,-0.076590,0.313035,0.191977,-0.099544,0.060883,0.024730,-0.004650,0.100275,0.000933,0.000418,0.122481,0.000941,0.053692,0.001200,0.183525,0.000229,0.000394,0.000969,0.005410,0.000305,0.068626,0.006922,0.047567,0.273674,0.022644,0.029244,0.028608,0.017156,0.008801,0.932940,0.270711,0.434410,0.224969,0.205363,0.202932,0.240912,0.198961,0.214158,0.225014,0.179679,0.185065,0.168540,0.000881,0.000636,0.087522,0.000949,0.043716,0.001833,0.112750,0.000250,0.000371,0.001032,0.005442,0.000302,0.022395,Environment
0.017188,0.067975,2.781455,0.115825,0.194644,0.064715,0.023724,0.007381,-25.331403,2.290066,0.264557,0.345536,0.087345,-0.129573,-0.075191,0.169091,0.204642,0.243359,0.099803,-0.019734,-0.002856,0.001198,0.001097,0.089747,0.000647,0.044460,0.000719,0.230044,0.000217,0.003815,0.001429,0.006467,0.004791,0.072148,0.005792,0.031404,0.139953,0.010987,0.014345,0.017210,0.012741,0.001033,0.418303,0.137921,0.113081,0.142163,0.161246,0.141570,0.118402,0.149305,0.130520,0.120400,0.148072,0.112695,0.090568,0.000544,0.000285,0.055278,0.000959,0.026497,0.001070,0.083391,0.000078,0.000127,0.000549,0.003301,0.000746,0.017597,Environment
0.008564,0.013976,2.713481,0.091972,0.177802,0.024793,0.027678,0.003176,-28.954539,2.374311,0.336297,0.779051,0.498275,0.093251,0.115570,0.315998,0.146602,0.036001,0.090742,0.107296,0.066788,0.000928,0.000205,0.145778,0.000582,0.026877,0.000329,0.231668,0.000075,0.000151,0.002112,0.019085,0.000152,0.082241,0.004505,0.016031,0.221287,0.021869,0.029741,0.013916,0.017370,0.001384,1.128186,0.318489,0.230191,0.322284,0.246137,0.201515,0.152080,0.202227,0.165282,0.145443,0.158572,0.150942,0.153480,0.001116,0.000270,0.083426,0.000590,0.025985,0.000273,0.118382,0.000124,0.000126,0.002415,0.019158,0.000125,0.022416,Environment
0.008936,0.052573,2.701642,0.102115,0.190089,0.031144,0.025078,0.003150,-26.182201,2.550064,0.333019,0.373523,0.021944,-0.042355,0.034402,0.140302,0.053419,0.086817,0.068730,0.004883,-0.026072,0.001823,0.000437,0.121190,0.001041,0.043960,0.000763,0.218281,0.000096,0.000603,0.002043,0.006145,0.000593,0.074362,0.005222,0.033652,0.239535,0.021349,0.025711,0.021948,0.018729,0.002781,0.944492,0.245327,0.199631,0.185764,0.201209,0.228544,0.180952,0.185936,0.169288,0.148548,0.144337,0.131241,0.129028,0.002081,0.000874,0.077311,0.001233,0.032552,0.000806,0.110637,0.000105,0.000600,0.002423,0.007288,0.000805,0.020638,Environment
0.011580,0.072753,2.687216,0.103539,0.187745,0.033986,0.033100,0.003085,-25.707583,2.234778,0.190104,0.418974,0.144024,0.021800,0.077807,0.256629,0.128993,0.055230,0.032931,0.058081,0.035420,0.000849,0.000781,0.138298,0.000761,0.054047,0.000402,0.173417,0.000095,0.000256,0.000699,0.008227,0.000262,0.069760,0.006730,0.042478,0.242077,0.018610,0.021935,0.018769,0.023937,0.002968,0.759891,0.243586,0.197648,0.243502,0.221608,0.186179,0.192115,0.199930,0.170672,0.172290,0.160015,0.180757,0.124984,0.000916,0.002537,0.106820,0.000930,0.043548,0.000469,0.095149,0.000100,0.000267,0.000646,0.009114,0.000366,0.020355,Environment
0.008008,0.066843,2.684593,0.098671,0.186903,0.028377,0.030367,0.002745,-26.144212,2.551484,0.313536,0.365914,0.007863,-0.069101,0.014163,0.147384,0.105025,0.142600,0.082229,-0.003119,-0.006518,0.001442,0.000503,0.111072,0.000784,0.049457,0.000570,0.215775,0.000080,0.000424,0.001111,0.005965,0.000686,0.073563,0.005774,0.045893,0.269786,0.022833,0.028413,0.020434,0.023122,0.002105,1.092551,0.243179,0.153536,0.186618,0.161533,0.227182,0.146976,0.153974,0.161671,0.221608,0.176489,0.120450,0.152385,0.001560,0.001328,0.077162,0.000781,0.039793,0.000721,0.114799,0.000094,0.000441,0.001089,0.006101,0.001100,0.020933,Environment
0.012281,0.089394,2.689979,0.118658,0.201818,0.044173,0.020058,0.003344,-24.817998,2.077590,0.050160,0.621734,0.243506,-0.039360,0.137593,0.284613,0.017506,0.050797,0.073329,0.046294,0.012823,0.000888,0.000176,0.127203,0.000670,0.041949,0.000516,0.222348,0.000094,0.000313,0.001029,0.006122,0.000248,0.077202,0.007359,0.054793,0.276846,0.015528,0.020664,0.019783,0.018904,0.003795,0.791021,0.230293,0.220988,0.170127,0.104501,0.200823,0.155259,0.183595,0.153531,0.116299,0.153316,0.114922,0.109475,0.000735,0.000123,0.091035,0.000456,0.032570,0.000429,0.106713,0.000069,0.000306,0.000896,0.006220,0.000176,0.020248,Environment
0.012591,0.065210,2.751241,0.103299,0.180999,0.050229,0.028204,0.003463,-25.732102,2.020316,-0.066269,0.654180,0.380051,0.000253,-0.012828,0.154562,0.295650,-0.011960,0.007491,0.098599,0.069891,0.001055,0.000319,0.126396,0.000747,0.033041,0.000435,0.241071,0.000110,0.000323,0.001094,0.010143,0.000272,0.080670,0.007887,0.042138,0.204950,0.020352,0.027468,0.038718,0.019024,0.003263,0.887925,0.328377,0.303665,0.228788,0.272209,0.244883,0.240838,0.196341,0.271693,0.289588,0.229707,0.161722,0.152287,0.000983,0.000380,0.096732,0.000934,0.031380,0.000523,0.111884,0.000122,0.000440,0.001094,0.012673,0.000277,0.023127,Environment
0.018408,0.049952,2.696257,0.102029,0.172414,0.094764,0.023122,0.014927,-25.600415,1.832060,-0.343284,0.821435,0.350065,0.140808,-0.194901,0.058045,0.536559,-0.184395,-0.139187,0.165978,0.126252,0.002153,0.000900,0.098207,0.000870,0.057821,0.000543,0.182304,0.000116,0.000326,0.000884,0.007994,0.000864,0.064952,0.012859,0.028509,0.230954,0.022746,0.027109,0.121966,0.018196,0.020594,0.838488,0.406693,0.324767,0.262004,0.307349,0.306175,0.313158,0.319594,0.299783,0.265824,0.256135,0.176150,0.154962,0.002842,0.001503,0.084671,0.000941,0.044725,0.000534,0.107553,0.000136,0.000335,0.000785,0.007935,0.001082,0.023052,Environment
0.035421,0.037053,2.835834,0.120191,0.170088,0.257886,0.011649,0.031663,-24.977679,2.098778,-0.033377,0.525243,0.340124,-0.324526,-0.092675,0.168311,0.391754,-0.274751,-0.090074,0.004791,-0.049529,0.009280,0.002486,0.085420,0.004381,0.040068,0.003071,0.191021,0.000227,0.001432,0.002781,0.010927,0.001298,0.061203,0.019253,0.019949,0.213951,0.018182,0.022791,0.197550,0.006570,0.040397,0.753324,0.537076,0.473359,0.228227,0.279038,0.303633,0.282648,0.360713,0.279888,0.213017,0.225425,0.207003,0.189436,0.013812,0.003267,0.059949,0.005986,0.031010,0.005560,0.096163,0.000225,0.002928,0.003141,0.010228,0.001674,0.020075,Environment
0.030344,0.038366,2.752014,0.122485,0.175655,0.233350,0.014536,0.025076,-25.410113,2.190255,-0.094987,0.403703,0.590659,-0.156690,-0.024617,0.245091,0.197062,-0.232734,-0.002884,0.051861,0.032665,0.004721,0.001177,0.112414,0.004076,0.037795,0.001185,0.203981,0.000138,0.000658,0.002520,0.009042,0.000590,0.068564,0.016511,0.018620,0.254425,0.020461,0.022031,0.174883,0.009018,0.029534,0.762778,0.539298,0.376332,0.219596,0.288541,0.275898,0.195396,0.255134,0.223474,0.155590,0.205897,0.172935,0.156991,0.006086,0.000908,0.077065,0.006040,0.034858,0.001605,0.092918,0.000093,0.000797,0.002956,0.011339,0.000463,0.023755,Environment
0.011188,0.091573,2.666046,0.109571,0.193398,0.037504,0.026833,0.002957,-25.354743,2.044199,0.140470,0.540573,0.252719,0.011273,0.118865,0.215714,0.039440,0.085236,0.077258,0.022766,0.050487,0.000978,0.000187,0.126259,0.000612,0.036573,0.000443,0.241887,0.000093,0.000244,0.000786,0.006696,0.000189,0.081152,0.006456,0.053929,0.226685,0.020957,0.026406,0.022830,0.025011,0.003172,0.875825,0.255297,0.165487,0.150219,0.140550,0.169959,0.118651,0.136736,0.119123,0.117891,0.125124,0.106478,0.130225,0.001053,0.000192,0.083941,0.000682,0.030430,0.000592,0.126166,0.000101,0.000248,0.000780,0.006716,0.000233,0.024352,Silence
0.008909,0.104263,2.668425,0.107847,0.193102,0.035063,0.031585,0.002363,-25.299671,2.116905,0.212959,0.523768,0.214191,0.064100,0.142539,0.152342,0.035360,0.094175,0.048674,0.074854,0.077302,0.000698,0.000128,0.162053,0.000495,0.047048,0.000494,0.178320,0.000072,0.000251,0.000719,0.005692,0.000155,0.073880,0.008178,0.055759,0.251719,0.016471,0.018197,0.022368,0.023275,0.001279,0.913651,0.196362,0.156119,0.141955,0.135762,0.152766,0.148669,0.126347,0.135476,0.129371,0.112233,0.107432,0.097897,0.000878,0.000125,0.093614,0.000505,0.038469,0.000639,0.120359,0.000074,0.000297,0.000610,0.005841,0.000159,0.023560,Silence
0.009195,0.082732,2.662311,0.099350,0.184818,0.025128,0.042041,0.001977,-25.804138,2.235449,0.195577,0.471110,0.184852,-0.000243,0.061058,0.165811,0.078422,0.056149,0.005346,0.036595,0.093810,0.000601,0.000149,0.138948,0.000425,0.051283,0.000384,0.192149,0.000060,0.000226,0.000755,0.004189,0.000164,0.076112,0.005275,0.043472,0.226870,0.020117,0.026891,0.012979,0.028809,0.000793,0.830396,0.180764,0.195615,0.189623,0.195435,0.187764,0.159754,0.128973,0.151784,0.132469,0.144270,0.136679,0.118024,0.000519,0.000125,0.114103,0.000352,0.045984,0.000376,0.129020,0.000065,0.000239,0.000869,0.003922,0.000169,0.026451,Silence
0.010809,0.091048,2.647280,0.114858,0.201335,0.038673,0.022064,0.002722,-25.124007,2.292317,0.388740,0.435239,0.161052,0.086666,0.017179,0.113321,0.048442,0.062663,0.065140,0.056379,0.067873,0.000917,0.000202,0.167362,0.000805,0.035581,0.000799,0.201183,0.000080,0.000487,0.001095,0.007047,0.000241,0.078438,0.007225,0.047725,0.264705,0.017609,0.022090,0.019369,0.014279,0.001473,1.091272,0.238351,0.131474,0.125774,0.162856,0.137320,0.116952,0.123076,0.126863,0.119589,0.099476,0.110004,0.117683,0.000805,0.000207,0.102485,0.000763,0.032906,0.000963,0.108458,0.000070,0.000682,0.001031,0.005950,0.000203,0.021235,Silence
0.010254,0.089080,2.647735,0.114942,0.200462,0.037776,0.027655,0.002470,-25.400687,2.164239,0.319466,0.436001,0.240838,0.148591,0.061886,0.143644,0.076143,0.046951,0.045274,0.053316,0.029268,0.000882,0.000143,0.156865,0.000733,0.041897,0.000388,0.197457,0.000084,0.000269,0.000940,0.005612,0.000183,0.077326,0.008017,0.046481,0.261924,0.019277,0.023443,0.022308,0.022722,0.001354,1.081774,0.236021,0.128187,0.110834,0.118635,0.112712,0.123582,0.107883,0.100578,0.106943,0.099373,0.097187,0.111318,0.000990,0.000150,0.105351,0.000792,0.037212,0.000425,0.108745,0.000095,0.000299,0.000824,0.004423,0.000175,0.022185,Silence
0.011570,0.080387,2.724150,0.108654,0.190127,0.037416,0.021191,0.002299,-25.455440,2.121041,0.226020,0.521728,0.273321,0.024050,0.050311,0.220441,0.054225,-0.009537,0.069730,0.057349,0.029074,0.001010,0.000174,0.116121,0.000717,0.039172,0.000391,0.247263,0.000074,0.000235,0.000763,0.005168,0.000162,0.080125,0.008976,0.034496,0.218111,0.014636,0.020126,0.018292,0.012351,0.000873,0.747964,0.193719,0.121164,0.135085,0.176827,0.172335,0.126592,0.160326,0.133716,0.128450,0.122265,0.126157,0.140904,0.001053,0.000136,0.080389,0.000632,0.039014,0.000347,0.124988,0.000069,0.000193,0.000704,0.003598,0.000130,0.027486,Silence
0.014463,0.073128,2.664037,0.118062,0.198685,0.048963,0.027368,0.002931,-25.536971,2.091330,0.315007,0.521466,0.233239,0.136414,0.105577,0.153039,0.052803,0.045515,0.052685,0.042644,0.054773,0.000908,0.000193,0.141422,0.000740,0.025303,0.000621,0.255797,0.000092,0.000302,0.001262,0.008193,0.000221,0.085823,0.008243,0.044782,0.214465,0.020949,0.023877,0.031035,0.020274,0.001761,0.852883,0.226756,0.097980,0.123889,0.109055,0.137052,0.118133,0.126318,0.107235,0.121006,0.119609,0.137738,0.104497,0.000913,0.000222,0.089596,0.000736,0.023676,0.000723,0.114424,0.000093,0.000365,0.001254,0.007688,0.000215,0.019136,Silence
0.010458,0.098137,2.647750,0.111217,0.193880,0.038959,0.029769,0.002303,-25.375382,2.083904,0.241678,0.494500,0.280047,0.074292,0.047382,0.162044,0.074013,0.064014,0.067476,0.080479,0.041629,0.000696,0.000147,0.119129,0.000416,0.050516,0.000543,0.209806,0.000072,0.000255,0.000832,0.005764,0.000172,0.073887,0.006951,0.058946,0.270231,0.019306,0.020169,0.023587,0.024010,0.001098,0.804257,0.225829,0.142043,0.145426,0.126774,0.155506,0.121729,0.104844,0.120253,0.134359,0.132765,0.132621,0.121810,0.000742,0.000128,0.083000,0.000372,0.041174,0.000519,0.125500,0.000074,0.000220,0.000827,0.005658,0.000147,0.025124,Silence
